n_mero_de_operaciones,log_monto,tipo_de_credito_productivo_corporativo,tipo_de_credito_productivo_empresarial,tipo_de_credito_productivo_pymes,tipo_de_operacion_credito,tipo_de_operacion_factoring,estado_de_la_operacion_original,estado_de_la_operacion_reestructurada,estado_de_la_operacion_refinanciada,provincia_loja,provincia_los_rios,provincia_manabi,provincia_otros,provincia_pichincha,provincia_santo_domingo_de_los_ts_chilas,sector_agricultura__ganader_a__silvicultura_y_pesca,sector_comercio_al_por_mayor_y_al_por_menor_reparaci_n_de_veh_culos_automotores_y_motocicletas,sector_construcci_n,sector_industrias_manufactureras,sector_otros,sector_transporte_y_almacenamiento,quarter_2022q2,quarter_2022q3,quarter_2022q4,quarter_2023q1,quarter_2023q2,quarter_2023q3,quarter_2023q4,quarter_2024q1,quarter_2024q2,quarter_2024q3,quarter_2024q4
1,13.470670137554896,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13.62766613417816,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12.612774854779742,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14.359524884989876,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,16.322756458235087,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14.200918553597653,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14.229206651711568,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,15.195246831761454,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14.77604058879699,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,12.576761819801968,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12.063976566175532,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,15.655942825744528,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11.136958186371023,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14.091802063520689,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11.889665874209225,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14.112881669709815,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,15.352316713333565,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13.62918097977278,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
